Column1,Unnamed: 0,address,districts
224,3426,"город Москва, проспект Вернадского, дом 78, строение 8","Россия, Москва, Западный административный округ, район Тропарёво-Никулино"
225,3431,"город Москва, проспект Вернадского, дом 62","Россия, Москва, Западный административный округ, район Проспект Вернадского"
226,3432,"город Москва, проспект Вернадского, дом 105","Россия, Москва, Западный административный округ, район Тропарёво-Никулино"
227,3452,"город Москва, Ленинградский проспект, дом 39, строение 41","Россия, Москва, Северный административный округ, Хорошёвский район"
228,3453,"город Москва, Ленинградский проспект, дом 37, корпус 5","Россия, Москва, Северный административный округ, Хорошёвский район"
229,3455,"город Москва, Ленинградский проспект, дом 55","Россия, Москва, Северный административный округ, Хорошёвский район"
230,3459,"город Москва, Ленинградский проспект, дом 47, строение 3","Россия, Москва, Северный административный округ, Хорошёвский район"
231,3467,"город Москва, Ленинградский проспект, дом 24А","Россия, Москва, Северный административный округ, район Беговой"
232,3468,"город Москва, Ленинградский проспект, дом 24А","Россия, Москва, Северный административный округ, район Беговой"
233,3469,"город Москва, Ленинградский проспект, дом 31, строение 3","Россия, Москва, Северный административный округ, район Беговой, жилой комплекс Царская Площадь"
234,3470,"город Москва, Ленинградский проспект, дом 47, строение 1","Россия, Москва, Северный административный округ, Хорошёвский район"
235,3471,"город Москва, Ленинградский проспект, дом 39, строение 30","Россия, Москва, Северный административный округ, Хорошёвский район"
236,3472,"город Москва, Ленинградский проспект, дом 47, строение 2","Россия, Москва, Северный административный округ, Хорошёвский район"
237,3473,"город Москва, Ленинградский проспект, дом 47, строение 2","Россия, Москва, Северный административный округ, Хорошёвский район"
238,3474,"город Москва, Ленинградский проспект, дом 47, строение 2","Россия, Москва, Северный административный округ, Хорошёвский район"
239,3475,"город Москва, Ленинградский проспект, дом 47, строение 2","Россия, Москва, Северный административный округ, Хорошёвский район"
240,3476,"город Москва, Ленинградский проспект, дом 47, строение 2","Россия, Москва, Северный административный округ, Хорошёвский район"
241,3478,"город Москва, Ленинградский проспект, дом 39, строение 1","Россия, Москва, Северный административный округ, Хорошёвский район"
242,3480,"город Москва, Ленинградский проспект, дом 64","Россия, Москва, Северный административный округ, район Аэропорт"
243,3481,"город Москва, Ленинградский проспект, дом 64","Россия, Москва, Северный административный округ, район Аэропорт"
244,3482,"город Москва, Ленинградский проспект, дом 64","Россия, Москва, Северный административный округ, район Аэропорт"
245,3483,"город Москва, Ленинградский проспект, дом 17","Россия, Москва, Северный административный округ, район Беговой"
246,3489,"город Москва, проспект Вернадского, дом 127, корпус 3","Россия, Москва, Западный административный округ, район Тропарёво-Никулино"
247,3491,"город Москва, Ленинградский проспект, дом 31, строение 9","Россия, Москва, Северный административный округ, район Беговой, жилой комплекс Царская Площадь"
248,3492,"город Москва, Ленинградский проспект, дом 32/2","Россия, Москва, Северный административный округ, район Беговой"
249,3493,"город Москва, Ленинградский проспект, дом 32/2","Россия, Москва, Северный административный округ, район Беговой"
250,3495,"город Москва, Ленинградский проспект, дом 30, строение 1","Россия, Москва, Северный административный округ, район Беговой"
251,3496,"город Москва, Ленинградский проспект, дом 23","Россия, Москва, Северный административный округ, район Беговой"
252,3497,"город Москва, Ленинградский проспект, дом 23","Россия, Москва, Северный административный округ, район Беговой"
253,3498,"город Москва, Ленинградский проспект, дом 22","Россия, Москва, Северный административный округ, район Беговой"
254,3499,"город Москва, Ленинградский проспект, дом 9Б, строение 1","Россия, Москва, Северный административный округ, район Беговой"
255,4033,"город Москва, Каширское шоссе, дом 55, корпус 7","Россия, Москва, Южный административный округ, район Москворечье-Сабурово, молодёжный жилой комплекс Сабурово"
256,4034,"город Москва, Каширское шоссе, дом 55, корпус 7","Россия, Москва, Южный административный округ, район Москворечье-Сабурово, молодёжный жилой комплекс Сабурово"
257,4071,"город Москва, Каширское шоссе, дом 40, корпус 2","Россия, Москва, Южный административный округ, район Москворечье-Сабурово"
258,4086,"город Москва, Каширское шоссе, дом 80","Россия, Москва, Южный административный округ, район Орехово-Борисово Северное"
259,4088,"город Москва, Каширское шоссе, дом 51, корпус 3","Россия, Москва, Южный административный округ, район Москворечье-Сабурово, молодёжный жилой комплекс Сабурово"
260,4091,"город Москва, Варшавское шоссе, дом 45","Россия, Москва, Южный административный округ, район Нагатино-Садовники"
261,4094,"город Москва, Каширское шоссе, дом 82А","Россия, Москва, Южный административный округ, район Орехово-Борисово Северное"
262,4095,"город Москва, Каширское шоссе, дом 96, корпус 1","Россия, Москва, Южный административный округ, район Орехово-Борисово Северное"
263,4105,"город Москва, Каширское шоссе, дом 24","Россия, Москва, Южный административный округ, район Москворечье-Сабурово"
264,4110,"город Москва, Каширское шоссе, дом 31","Россия, Москва, Южный административный округ, район Москворечье-Сабурово"
265,4112,"город Москва, Варшавское шоссе, дом 39","Россия, Москва, Южный административный округ, район Нагатино-Садовники"
266,4113,"город Москва, Каширское шоссе, дом 24, строение 3","Россия, Москва, Южный административный округ, район Москворечье-Сабурово"
267,4114,"город Москва, Варшавское шоссе, дом 39А","Россия, Москва, Южный административный округ, район Нагатино-Садовники"
268,4198,"город Москва, проспект Мира, дом 196, строение 1","Россия, Москва, Северо-Восточный административный округ, район Ростокино"
269,4258,"город Москва, проспект Мира, дом 7, строение 3","Россия, Москва, Центральный административный округ, Мещанский район"
270,4269,"город Москва, проспект Мира, дом 42","Россия, Москва, Центральный административный округ, Мещанский район"
271,4271,"город Москва, проспект Мира, дом 21, строение 2","Россия, Москва, Центральный административный округ, Мещанский район"
272,4272,"город Москва, проспект Мира, дом 26, строение 1","Россия, Москва, Центральный административный округ, Мещанский район"
273,4273,"город Москва, проспект Мира, дом 26, строение 1","Россия, Москва, Центральный административный округ, Мещанский район"
274,4274,"город Москва, проспект Мира, дом 26, строение 1","Россия, Москва, Центральный административный округ, Мещанский район"
275,4275,"город Москва, проспект Мира, дом 26, строение 1","Россия, Москва, Центральный административный округ, Мещанский район"
276,4276,"город Москва, проспект Мира, дом 26, строение 1","Россия, Москва, Центральный административный округ, Мещанский район"
277,4277,"город Москва, проспект Мира, дом 26, строение 1","Россия, Москва, Центральный административный округ, Мещанский район"
278,4281,"город Москва, проспект Мира, дом 150","Россия, Москва, Северо-Восточный административный округ, Алексеевский район"
279,4282,"город Москва, проспект Мира, дом 150","Россия, Москва, Северо-Восточный административный округ, Алексеевский район"
280,4283,"город Москва, проспект Мира, дом 150","Россия, Москва, Северо-Восточный административный округ, Алексеевский район"
281,4284,"город Москва, проспект Мира, дом 150","Россия, Москва, Северо-Восточный административный округ, Алексеевский район"
282,4285,"город Москва, проспект Мира, дом 150","Россия, Москва, Северо-Восточный административный округ, Алексеевский район"
283,4286,"город Москва, проспект Мира, дом 150","Россия, Москва, Северо-Восточный административный округ, Алексеевский район"
284,4287,"город Москва, проспект Мира, дом 150","Россия, Москва, Северо-Восточный административный округ, Алексеевский район"
285,4288,"город Москва, проспект Мира, дом 150","Россия, Москва, Северо-Восточный административный округ, Алексеевский район"
286,4289,"город Москва, проспект Мира, дом 150","Россия, Москва, Северо-Восточный административный округ, Алексеевский район"
287,4290,"город Москва, проспект Мира, дом 150","Россия, Москва, Северо-Восточный административный округ, Алексеевский район"
288,4291,"город Москва, проспект Мира, дом 150","Россия, Москва, Северо-Восточный административный округ, Алексеевский район"
289,4292,"город Москва, проспект Мира, дом 150","Россия, Москва, Северо-Восточный административный округ, Алексеевский район"
290,4293,"город Москва, проспект Мира, дом 150","Россия, Москва, Северо-Восточный административный округ, Алексеевский район"
291,4304,"город Москва, проспект Мира, дом 101, строение 2","Россия, Москва, Северо-Восточный административный округ, Останкинский район"
292,4305,"город Москва, проспект Мира, дом 106","Россия, Москва, Северо-Восточный административный округ, Алексеевский район"
293,4313,"город Москва, проспект Мира, дом 36, строение 1","Россия, Москва, Центральный административный округ, Мещанский район"
294,4318,"город Москва, проспект Мира, дом 28","Россия, Москва, Центральный административный округ, Мещанский район"
295,4332,"город Москва, проспект Мира, дом 109","Россия, Москва, Северо-Восточный административный округ, Останкинский район"
296,4358,"город Москва, проспект Мира, дом 68, строение 1А","Россия, Москва, Центральный административный округ, Мещанский район"
297,4480,"город Москва, Кутузовский проспект, дом 2/1, строение 1","Россия, Москва, Западный административный округ, район Дорогомилово"
298,4481,"город Москва, Кутузовский проспект, дом 2/1, строение 1","Россия, Москва, Западный административный округ, район Дорогомилово"
299,4482,"город Москва, Кутузовский проспект, дом 2/1, строение 1","Россия, Москва, Западный административный округ, район Дорогомилово"
300,4483,"город Москва, Кутузовский проспект, дом 2/1, строение 1","Россия, Москва, Западный административный округ, район Дорогомилово"
301,4484,"город Москва, Кутузовский проспект, дом 2/1, строение 1","Россия, Москва, Западный административный округ, район Дорогомилово"
302,4525,"город Москва, Кутузовский проспект, дом 36А","Россия, Москва, Западный административный округ, район Дорогомилово"
303,4526,"город Москва, Кутузовский проспект, дом 36А","Россия, Москва, Западный административный округ, район Дорогомилово"
304,4779,"город Москва, Каширское шоссе, дом 67","Россия, Москва, Южный административный округ, район Орехово-Борисово Южное"
305,4782,"город Москва, Варшавское шоссе, дом 56, строение 2","Россия, Москва, Южный административный округ, Нагорный район"
306,4808,"город Москва, Каширское шоссе, дом 15","Россия, Москва, Южный административный округ, район Нагатино-Садовники"
307,4834,"город Москва, проспект Вернадского, дом 101, строение 2","Россия, Москва, Западный административный округ, район Тропарёво-Никулино"
308,4835,"город Москва, проспект Вернадского, дом 105, корпус 1","Россия, Москва, Западный административный округ, район Тропарёво-Никулино"
309,4836,"город Москва, проспект Вернадского, дом 100, корпус ЗОНА, строение А","Россия, Москва, Западный административный округ, район Раменки, микрорайон Ленинские Горы"
310,4919,"город Москва, Ленинградский проспект, дом 68, строение 23","Россия, Москва, Северный административный округ, район Аэропорт"
311,4931,"город Москва, Ленинградский проспект, дом 37, корпус 9","Россия, Москва, Северный административный округ, Хорошёвский район"
312,4932,"город Москва, Ленинградский проспект, дом 37, корпус 9","Россия, Москва, Северный административный округ, Хорошёвский район"
313,4933,"город Москва, Ленинградский проспект, дом 37, корпус 9","Россия, Москва, Северный административный округ, Хорошёвский район"
314,4934,"город Москва, Ленинградский проспект, дом 37, корпус 9","Россия, Москва, Северный административный округ, Хорошёвский район"
315,4941,"город Москва, проспект Мира, дом 61","Россия, Москва, Центральный административный округ, Мещанский район"
316,4953,"город Москва, проспект Мира, дом 39А","Россия, Москва, Центральный административный округ, Мещанский район"
317,5017,"город Москва, Ленинградский проспект, дом 80, корпус 21","Россия, Москва, Северный административный округ, район Сокол"
318,5018,"город Москва, Ленинградский проспект, дом 80, корпус 21","Россия, Москва, Северный административный округ, район Сокол"
319,5019,"город Москва, Ленинградский проспект, дом 80, корпус 21","Россия, Москва, Северный административный округ, район Сокол"
320,5103,"город Москва, проспект Мира, дом 95, строение 1","Россия, Москва, Северо-Восточный административный округ, Останкинский район"
321,5104,"город Москва, проспект Мира, дом 95, строение 1","Россия, Москва, Северо-Восточный административный округ, Останкинский район"
322,5150,"город Москва, проспект Мира, дом 105","Россия, Москва, Северо-Восточный административный округ, Останкинский район"
323,5151,"город Москва, проспект Мира, дом 105","Россия, Москва, Северо-Восточный административный округ, Останкинский район"
324,5152,"город Москва, проспект Мира, дом 105, строение 1","Россия, Москва, Северо-Восточный административный округ, Останкинский район"
325,5159,"город Москва, проспект Мира, дом 102, корпус 1","Россия, Москва, Северо-Восточный административный округ, Алексеевский район"
326,5166,"город Москва, проспект Мира, дом 114Б, строение 2","Россия, Москва, Северо-Восточный административный округ, Алексеевский район"
327,5172,"город Москва, проспект Мира, дом 111","Россия, Москва, Северо-Восточный административный округ, Останкинский район"
328,5239,"город Москва, проспект Мира, дом 211, корпус 1","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
329,5241,"город Москва, проспект Мира, дом 123А","Россия, Москва, Северо-Восточный административный округ, Останкинский район"
330,5242,"город Москва, проспект Мира, дом 123А","Россия, Москва, Северо-Восточный административный округ, Останкинский район"
331,5298,"город Москва, проспект Мира, дом 102, строение 1А","Россия, Москва, Северо-Восточный административный округ, Алексеевский район"
332,5314,"город Москва, проспект Мира, дом 120, корпус 1","Россия, Москва, Северо-Восточный административный округ, Алексеевский район"
333,5341,"город Москва, проспект Мира, дом 125","Россия, Москва, Северо-Восточный административный округ, район Ростокино"
334,5391,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
335,5392,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
336,5393,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
337,5394,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
338,5395,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
339,5396,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
340,5397,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
341,5398,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
342,5399,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
343,5400,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
344,5401,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
345,5402,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
346,5403,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
347,5404,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
348,5405,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
349,5406,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
350,5407,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
351,5408,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
352,5409,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
353,5410,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
354,5411,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
355,5412,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
356,5413,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
357,5414,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
358,5415,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
359,5416,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
360,5417,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
361,5418,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
362,5419,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
363,5420,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
364,5421,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
365,5422,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
366,5423,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
367,5424,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
368,5425,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
369,5426,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
370,5427,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
371,5428,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
372,5429,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
373,5430,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
374,5431,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
375,5432,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
376,5433,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
377,6033,"город Москва, Ленинский проспект, дом 65, корпус 3","Россия, Москва, Юго-Западный административный округ, Гагаринский район"
378,6059,"город Москва, Ленинский проспект, дом 111/2","Россия, Москва, Юго-Западный административный округ, Обручевский район"
379,6063,"город Москва, Профсоюзная улица, дом 74","Россия, Москва, Юго-Западный административный округ, Обручевский район"
380,6069,"город Москва, Профсоюзная улица, дом 126, корпус 1","Россия, Москва, Юго-Западный административный округ, район Тёплый Стан, 1-4-й микрорайон"
381,6070,"город Москва, Профсоюзная улица, дом 126, корпус 1","Россия, Москва, Юго-Западный административный округ, район Тёплый Стан, 1-4-й микрорайон"
382,6071,"город Москва, Профсоюзная улица, дом 126, корпус 3","Россия, Москва, Юго-Западный административный округ, район Тёплый Стан, 1-4-й микрорайон"
383,6072,"город Москва, Профсоюзная улица, дом 126, корпус 3","Россия, Москва, Юго-Западный административный округ, район Тёплый Стан, 1-4-й микрорайон"
384,6073,"город Москва, Профсоюзная улица, дом 126, корпус 3","Россия, Москва, Юго-Западный административный округ, район Тёплый Стан, 1-4-й микрорайон"
385,6074,"город Москва, Профсоюзная улица, дом 126, корпус 3","Россия, Москва, Юго-Западный административный округ, район Тёплый Стан, 1-4-й микрорайон"
386,6075,"город Москва, Профсоюзная улица, дом 126, корпус 3","Россия, Москва, Юго-Западный административный округ, район Тёплый Стан, 1-4-й микрорайон"
387,6082,"город Москва, Ленинский проспект, дом 32А","Россия, Москва, Юго-Западный административный округ, Гагаринский район"
388,6085,"город Москва, Профсоюзная улица, дом 62, корпус 5","Россия, Москва, Юго-Западный административный округ, Обручевский район"
389,6097,"город Москва, Профсоюзная улица, дом 56","Россия, Москва, Юго-Западный административный округ, Обручевский район"
390,6098,"город Москва, Профсоюзная улица, дом 56","Россия, Москва, Юго-Западный административный округ, Обручевский район"
391,6099,"город Москва, Профсоюзная улица, дом 56","Россия, Москва, Юго-Западный административный округ, Обручевский район"
392,6100,"город Москва, Профсоюзная улица, дом 56","Россия, Москва, Юго-Западный административный округ, Обручевский район"
393,6101,"город Москва, Профсоюзная улица, дом 56","Россия, Москва, Юго-Западный административный округ, Обручевский район"
394,6102,"город Москва, Профсоюзная улица, дом 56","Россия, Москва, Юго-Западный административный округ, Обручевский район"
395,6103,"город Москва, Профсоюзная улица, дом 56","Россия, Москва, Юго-Западный административный округ, Обручевский район"
396,6104,"город Москва, Профсоюзная улица, дом 56","Россия, Москва, Юго-Западный административный округ, Обручевский район"
397,6105,"город Москва, Профсоюзная улица, дом 56","Россия, Москва, Юго-Западный административный округ, Обручевский район"
398,6106,"город Москва, Профсоюзная улица, дом 56","Россия, Москва, Юго-Западный административный округ, Обручевский район"
399,6107,"город Москва, Профсоюзная улица, дом 56","Россия, Москва, Юго-Западный административный округ, Обручевский район"
400,6108,"город Москва, Профсоюзная улица, дом 56","Россия, Москва, Юго-Западный административный округ, Обручевский район"
401,6109,"город Москва, Профсоюзная улица, дом 56","Россия, Москва, Юго-Западный административный округ, Обручевский район"
402,6110,"город Москва, Профсоюзная улица, дом 61А","Россия, Москва, Юго-Западный административный округ, район Черёмушки"
403,6111,"город Москва, Профсоюзная улица, дом 61А","Россия, Москва, Юго-Западный административный округ, район Черёмушки"
404,6112,"город Москва, Профсоюзная улица, дом 61А","Россия, Москва, Юго-Западный административный округ, район Черёмушки"
405,6113,"город Москва, Профсоюзная улица, дом 61А","Россия, Москва, Юго-Западный административный округ, район Черёмушки"
406,6114,"город Москва, Профсоюзная улица, дом 61А","Россия, Москва, Юго-Западный административный округ, район Черёмушки"
407,6115,"город Москва, Профсоюзная улица, дом 61А","Россия, Москва, Юго-Западный административный округ, район Черёмушки"
408,6116,"город Москва, Профсоюзная улица, дом 61А","Россия, Москва, Юго-Западный административный округ, район Черёмушки"
409,6117,"город Москва, Профсоюзная улица, дом 61А","Россия, Москва, Юго-Западный административный округ, район Черёмушки"
410,6118,"город Москва, Профсоюзная улица, дом 61А","Россия, Москва, Юго-Западный административный округ, район Черёмушки"
411,6130,"город Москва, Профсоюзная улица, дом 126, строение 7","Россия, Москва, Юго-Западный административный округ, район Тёплый Стан, 1-4-й микрорайон"
412,6131,"город Москва, Профсоюзная улица, дом 102, строение 1","Россия, Москва, Юго-Западный административный округ, район Коньково, 44-47-й квартал района Коньково"
413,6145,"город Москва, Профсоюзная улица, дом 45А","Россия, Москва, Юго-Западный административный округ, район Черёмушки"
414,6158,"город Москва, Профсоюзная улица, дом 129А","Россия, Москва, Юго-Западный административный округ, район Ясенево"
415,6159,"город Москва, Профсоюзная улица, дом 129А","Россия, Москва, Юго-Западный административный округ, район Ясенево"
416,6160,"город Москва, Профсоюзная улица, дом 129А","Россия, Москва, Юго-Западный административный округ, район Ясенево"
417,6161,"город Москва, Профсоюзная улица, дом 129А","Россия, Москва, Юго-Западный административный округ, район Ясенево"
418,6162,"город Москва, Профсоюзная улица, дом 129А","Россия, Москва, Юго-Западный административный округ, район Ясенево"
419,6163,"город Москва, Профсоюзная улица, дом 129А","Россия, Москва, Юго-Западный административный округ, район Ясенево"
420,6164,"город Москва, Профсоюзная улица, дом 129А","Россия, Москва, Юго-Западный административный округ, район Ясенево"
421,6173,"город Москва, Профсоюзная улица, дом 21А","Россия, Москва, Юго-Западный административный округ, район Черёмушки, Новые Черёмушки квартал 22-23"
422,6177,"город Москва, Ленинский проспект, дом 109","Россия, Москва, Юго-Западный административный округ, Обручевский район, 37-й квартал"
