Column1,Unnamed: 0,address,districts
789,9383,"город Москва, Профсоюзная улица, дом 45А","Россия, Москва, Юго-Западный административный округ, район Черёмушки"
790,9413,"город Москва, Ленинский проспект, дом 73/8","Россия, Москва, Юго-Западный административный округ, Гагаринский район"
791,9432,"город Москва, Варшавское шоссе, дом 170Б, строение 4","Россия, Москва, Южный административный округ, район Чертаново Южное"
792,9433,"город Москва, Варшавское шоссе, дом 170Г, строение 5","Россия, Москва, Южный административный округ, район Чертаново Южное"
793,9435,"город Москва, проспект Мира, дом 102, корпус 1","Россия, Москва, Северо-Восточный административный округ, Алексеевский район"
794,9461,"город Москва, Ленинский проспект, дом 146","Россия, Москва, Западный административный округ, район Тропарёво-Никулино"
795,9469,"город Москва, проспект Вернадского, дом 14Б","Россия, Москва, Западный административный округ, район Проспект Вернадского"
796,9478,"город Москва, Ленинский проспект, дом 158","Россия, Москва, Западный административный округ, район Тропарёво-Никулино"
797,9479,"город Москва, Ленинский проспект, дом 158","Россия, Москва, Западный административный округ, район Тропарёво-Никулино"
798,9480,"город Москва, Ленинский проспект, дом 158","Россия, Москва, Западный административный округ, район Тропарёво-Никулино"
799,9527,"город Москва, Варшавское шоссе, дом 125, строение 15","Россия, Москва, Южный административный округ, район Чертаново Северное"
800,9558,"город Москва, Ленинский проспект, дом 129, корпус 2","Россия, Москва, Юго-Западный административный округ, район Тёплый Стан, 9-й микрорайон"
801,9560,"город Москва, Каширское шоссе, дом 26","Россия, Москва, Южный административный округ, район Москворечье-Сабурово"
802,9561,"город Москва, проспект Мира, дом 112","Россия, Москва, Северо-Восточный административный округ, Алексеевский район"
803,9562,"город Москва, проспект Мира, дом 167А","Россия, Москва, Северо-Восточный административный округ, район Ростокино"
804,9572,"город Москва, Ленинградский проспект, владение 37А, корпус 4","Россия, Москва, Северный административный округ, Хорошёвский район"
805,9574,"город Москва, Ленинградский проспект, дом 12","Россия, Москва, Северный административный округ, район Беговой"
806,9578,"город Москва, Профсоюзная улица, дом 118","Россия, Москва, Юго-Западный административный округ, район Коньково, 48-50-й квартал"
807,9581,"город Москва, Ленинский проспект, дом 39/1","Россия, Москва, Юго-Западный административный округ, Гагаринский район"
808,9588,"город Москва, Ленинский проспект, дом 70/11","Россия, Москва, Юго-Западный административный округ, Гагаринский район"
809,9618,"город Москва, проспект Мира, дом 77, корпус 1","Россия, Москва, Центральный административный округ, Мещанский район"
810,9632,"город Москва, Варшавское шоссе, дом 97","Россия, Москва, Южный административный округ, район Чертаново Северное"
811,9635,"город Москва, Ленинградский проспект, дом 33, корпус 4","Россия, Москва, Северный административный округ, район Беговой"
812,9636,"город Москва, Ленинградский проспект, дом 33, корпус 4","Россия, Москва, Северный административный округ, район Беговой"
813,9652,"город Москва, Кутузовский проспект, дом 45","Россия, Москва, Западный административный округ, район Дорогомилово"
814,9675,"город Москва, Ленинский проспект, дом 85","Россия, Москва, Юго-Западный административный округ, Ломоносовский район"
815,9683,"город Москва, Кутузовский проспект, дом 36, строение 39","Россия, Москва, Западный административный округ, район Дорогомилово"
816,9688,"город Москва, Ленинский проспект, дом 88, строение 1","Россия, Москва, Юго-Западный административный округ, Ломоносовский район"
817,9689,"город Москва, Каширское шоссе, дом 13, корпус 3","Россия, Москва, Южный административный округ, район Нагатино-Садовники"
818,9707,"город Москва, Пресненская набережная, дом 4, строение 1","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
819,9713,"город Москва, проспект Мира, дом 19, строение 1","Россия, Москва, Центральный административный округ, Мещанский район"
820,9716,"город Москва, Кутузовский проспект, дом 12, строение 1","Россия, Москва, Западный административный округ, район Дорогомилово"
821,9719,"город Москва, Кутузовский проспект, дом 12, строение 1","Россия, Москва, Западный административный округ, район Дорогомилово"
822,9747,"город Москва, Варшавское шоссе, дом 144, корпус 2, строение 2","Россия, Москва, Южный административный округ, район Чертаново Центральное"
823,9789,"город Москва, Варшавское шоссе, дом 143, корпус 5А","Россия, Москва, Южный административный округ, район Чертаново Южное"
824,9805,"город Москва, Профсоюзная улица, дом 152, корпус 2, строение 2","Россия, Москва, Юго-Западный административный округ, район Тёплый Стан, 1-4-й микрорайон"
825,9819,"город Москва, Ленинградский проспект, дом 5, строение 7","Россия, Москва, Северный административный округ, район Беговой"
826,9842,"город Москва, Ленинградский проспект, дом 78, корпус 1","Россия, Москва, Северный административный округ, район Аэропорт"
827,9857,"город Москва, Профсоюзная улица, дом 2/22","Россия, Москва, Юго-Западный административный округ, Академический район"
828,9919,"город Москва, проспект Мира, дом 169, корпус 1","Россия, Москва, Северо-Восточный административный округ, район Ростокино"
829,9924,"город Москва, Ленинский проспект, дом 88","Россия, Москва, Юго-Западный административный округ, Ломоносовский район"
830,9958,"город Москва, Кутузовский проспект, дом 12, строение 2","Россия, Москва, Западный административный округ, район Дорогомилово"
831,9990,"город Москва, Кутузовский проспект, дом 12, строение 1","Россия, Москва, Западный административный округ, район Дорогомилово"
832,9991,"город Москва, Ходынский бульвар, дом 2","Россия, Москва, Северный административный округ, Хорошёвский район, жилой комплекс Лайнер Восток"
833,9993,"город Москва, проспект Мира, дом 79","Россия, Москва, Центральный административный округ, Мещанский район"
834,10003,"город Москва, Варшавское шоссе, дом 141, корпус 10","Россия, Москва, Южный административный округ, район Чертаново Южное, жилой комплекс Варшавское шоссе 141"
835,10008,"город Москва, проспект Мира, дом 61","Россия, Москва, Центральный административный округ, Мещанский район"
836,10016,"город Москва, проспект Мира, дом 62, строение 1","Россия, Москва, Центральный административный округ, Мещанский район"
837,10045,"город Москва, проспект Вернадского, дом 105","Россия, Москва, Западный административный округ, район Тропарёво-Никулино"
838,10059,"город Москва, проспект Вернадского, дом 12Д","Россия, Москва, Западный административный округ, район Раменки"
839,10073,"город Москва, Каширское шоссе, дом 8, корпус 1","Россия, Москва, Южный административный округ, район Нагатино-Садовники"
840,10076,"город Москва, Варшавское шоссе, дом 132, строение 9","Россия, Москва, Южный административный округ, район Чертаново Центральное"
841,10084,"город Москва, проспект Мира, дом 102, корпус 2","Россия, Москва, Северо-Восточный административный округ, Алексеевский район"
842,10096,"город Москва, Ленинградский проспект, дом 58, строение 2","Россия, Москва, Северный административный округ, район Аэропорт"
843,10113,"город Москва, Профсоюзная улица, дом 13/12","Россия, Москва, Юго-Западный административный округ, Академический район"
844,10117,"город Москва, Профсоюзная улица, дом 128, корпус 2","Россия, Москва, Юго-Западный административный округ, район Тёплый Стан, 1-4-й микрорайон"
845,10118,"город Москва, Профсоюзная улица, дом 126, корпус 1","Россия, Москва, Юго-Западный административный округ, район Тёплый Стан, 1-4-й микрорайон"
846,10136,"город Москва, Каширское шоссе, дом 26","Россия, Москва, Южный административный округ, район Москворечье-Сабурово"
847,10138,"город Москва, Каширское шоссе, дом 44, корпус 1","Россия, Москва, Южный административный округ, район Москворечье-Сабурово"
848,10146,"город Москва, Каширское шоссе, дом 44, корпус 1","Россия, Москва, Южный административный округ, район Москворечье-Сабурово"
849,10160,"город Москва, Ленинградский проспект, дом 36, строение 33","Россия, Москва, Северный административный округ, район Аэропорт, жилой комплекс ВТБ Арена Парк"
850,10163,"город Москва, Профсоюзная улица, дом 15","Россия, Москва, Юго-Западный административный округ, Академический район"
851,10173,"город Москва, проспект Мира, дом 116","Россия, Москва, Северо-Восточный административный округ, Алексеевский район"
852,10181,"город Москва, проспект Мира, дом 26, строение 1","Россия, Москва, Центральный административный округ, Мещанский район"
853,10188,"город Москва, Ленинградский проспект, дом 37Б","Россия, Москва, Северный административный округ, Хорошёвский район"
854,10193,"город Москва, Ленинский проспект, дом 67","Россия, Москва, Юго-Западный административный округ, Гагаринский район"
855,10203,"город Москва, Профсоюзная улица, дом 126, корпус 1","Россия, Москва, Юго-Западный административный округ, район Тёплый Стан, 1-4-й микрорайон"
856,10242,"город Москва, Варшавское шоссе, дом 7, корпус 1","Россия, Москва, Южный административный округ, Донской район"
857,10243,"город Москва, Варшавское шоссе, дом 7, корпус 1","Россия, Москва, Южный административный округ, Донской район"
858,10244,"город Москва, Варшавское шоссе, дом 7, корпус 1","Россия, Москва, Южный административный округ, Донской район"
859,10247,"город Москва, проспект Вернадского, дом 109","Россия, Москва, Западный административный округ, район Тропарёво-Никулино"
860,10307,"город Москва, Каширское шоссе, дом 9, корпус 2","Россия, Москва, Южный административный округ, район Нагатино-Садовники"
861,10308,"город Москва, Каширское шоссе, дом 9, корпус 3","Россия, Москва, Южный административный округ, район Нагатино-Садовники"
862,10309,"город Москва, Каширское шоссе, дом 142, корпус 1","Россия, Москва, Южный административный округ, район Орехово-Борисово Южное"
863,10310,"город Москва, Каширское шоссе, дом 142, корпус 1","Россия, Москва, Южный административный округ, район Орехово-Борисово Южное"
864,10324,"город Москва, Каширское шоссе, дом 26, корпус 3","Россия, Москва, Южный административный округ, район Москворечье-Сабурово"
865,10334,"город Москва, Кутузовский проспект, дом 18","Россия, Москва, Западный административный округ, район Дорогомилово"
866,10339,"город Москва, Ленинградский проспект, дом 13, строение 1","Россия, Москва, Северный административный округ, район Беговой"
867,10340,"город Москва, Ленинградский проспект, дом 35","Россия, Москва, Северный административный округ, район Беговой"
868,10341,"город Москва, Ленинградский проспект, дом 71, корпус Г","Россия, Москва, Северный административный округ, район Сокол"
869,10359,"город Москва, Ленинский проспект, дом 85","Россия, Москва, Юго-Западный административный округ, Ломоносовский район"
870,10360,"город Москва, Ленинский проспект, дом 150","Россия, Москва, Западный административный округ, район Тропарёво-Никулино"
871,10373,"город Москва, Ленинский проспект, дом 69","Россия, Москва, Юго-Западный административный округ, Гагаринский район"
872,10374,"город Москва, проспект Мира, дом 3, корпус 1","Россия, Москва, Центральный административный округ, Мещанский район"
873,10375,"город Москва, проспект Мира, дом 99","Россия, Москва, Северо-Восточный административный округ, Останкинский район"
874,10376,"город Москва, проспект Мира, дом 99","Россия, Москва, Северо-Восточный административный округ, Останкинский район"
875,10438,"город Москва, Профсоюзная улица, дом 2/22","Россия, Москва, Юго-Западный административный округ, Академический район"
876,10439,"город Москва, Профсоюзная улица, дом 144","Россия, Москва, Юго-Западный административный округ, район Тёплый Стан, 1-4-й микрорайон"
877,10440,"город Москва, Профсоюзная улица, дом 15","Россия, Москва, Юго-Западный административный округ, Академический район"
878,10565,"город Москва, Ленинский проспект, дом 128, корпус 1","Россия, Москва, Западный административный округ, район Проспект Вернадского"
879,10569,"город Москва, Кутузовский проспект, дом 24","Россия, Москва, Западный административный округ, район Дорогомилово"
880,10606,"город Москва, проспект Вернадского, дом 105, корпус 4","Россия, Москва, Западный административный округ, район Тропарёво-Никулино"
881,10624,"город Москва, Ходынский бульвар, дом 19","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
882,10625,"город Москва, Ходынский бульвар, дом 19","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
883,10644,"город Москва, Варшавское шоссе, дом 141, корпус 11","Россия, Москва, Южный административный округ, район Чертаново Южное, жилой комплекс Варшавское шоссе 141"
884,10683,"город Москва, Ленинский проспект, дом 29","Россия, Москва, Южный административный округ, Донской район"
885,10712,"Ленинградский проспект, дом 37, корпус 4","Россия, Москва, Северный административный округ, Хорошёвский район"
886,10720,"город Москва, Варшавское шоссе, дом 27","Россия, Москва, Южный административный округ, Донской район"
887,10721,"город Москва, Варшавское шоссе, дом 82","Россия, Москва, Южный административный округ, Нагорный район"
888,10722,"город Москва, Варшавское шоссе, дом 143","Россия, Москва, Южный административный округ, район Чертаново Южное"
889,10723,"город Москва, Варшавское шоссе, дом 34","Россия, Москва, Южный административный округ, Нагорный район"
890,10732,"город Москва, Профсоюзная улица, дом 128, корпус 1","Россия, Москва, Юго-Западный административный округ, район Тёплый Стан, 1-4-й микрорайон"
891,10733,"город Москва, Профсоюзная улица, дом 128, корпус 1","Россия, Москва, Юго-Западный административный округ, район Тёплый Стан, 1-4-й микрорайон"
892,10734,"город Москва, Профсоюзная улица, дом 128, корпус 2","Россия, Москва, Юго-Западный административный округ, район Тёплый Стан, 1-4-й микрорайон"
893,10738,"город Москва, Профсоюзная улица, дом 61","Россия, Москва, Юго-Западный административный округ, район Черёмушки"
894,10797,"город Москва, Ленинский проспект, дом 15","Россия, Москва, Южный административный округ, Донской район"
895,10798,"город Москва, Ленинский проспект, дом 15","Россия, Москва, Южный административный округ, Донской район"
896,10834,"город Москва, Ленинский проспект, дом 158","Россия, Москва, Западный административный округ, район Тропарёво-Никулино"
897,10845,"город Москва, Ленинградский проспект, дом 37, корпус 5","Россия, Москва, Северный административный округ, Хорошёвский район"
898,10847,"город Москва, Ленинградский проспект, дом 39, строение 1","Россия, Москва, Северный административный округ, Хорошёвский район"
899,10852,"Ленинградский проспект, дом 39, строение 2","Россия, Москва, Северный административный округ, Хорошёвский район"
900,10937,"город Москва, Варшавское шоссе, дом 45","Россия, Москва, Южный административный округ, район Нагатино-Садовники"
901,10938,"город Москва, Каширское шоссе, дом 51, корпус 3","Россия, Москва, Южный административный округ, район Москворечье-Сабурово, молодёжный жилой комплекс Сабурово"
902,10939,"город Москва, Каширское шоссе, дом 10, корпус 1, строение 1","Россия, Москва, Южный административный округ, район Нагатино-Садовники"
903,10941,"город Москва, Варшавское шоссе, дом 59А","Россия, Москва, Южный административный округ, район Нагатино-Садовники"
904,11025,"город Москва, Каширское шоссе, дом 45","Россия, Москва, Южный административный округ, район Москворечье-Сабурово"
905,11074,"город Москва, проспект Мира, дом 102, корпус 1","Россия, Москва, Северо-Восточный административный округ, Алексеевский район"
906,11075,"город Москва, проспект Мира, дом 102, корпус 1","Россия, Москва, Северо-Восточный административный округ, Алексеевский район"
907,11104,"город Москва, проспект Мира, дом 102, строение 4","Россия, Москва, Северо-Восточный административный округ, Алексеевский район"
908,11290,"город Москва, Профсоюзная улица, дом 126, корпус 1","Россия, Москва, Юго-Западный административный округ, район Тёплый Стан, 1-4-й микрорайон"
909,11291,"город Москва, Профсоюзная улица, дом 126, корпус 1","Россия, Москва, Юго-Западный административный округ, район Тёплый Стан, 1-4-й микрорайон"
910,11292,"город Москва, Профсоюзная улица, дом 126, корпус 1","Россия, Москва, Юго-Западный административный округ, район Тёплый Стан, 1-4-й микрорайон"
911,11293,"город Москва, Профсоюзная улица, дом 126, корпус 1","Россия, Москва, Юго-Западный административный округ, район Тёплый Стан, 1-4-й микрорайон"
912,11294,"город Москва, Профсоюзная улица, дом 126, корпус 2","Россия, Москва, Юго-Западный административный округ, район Тёплый Стан, 1-4-й микрорайон"
913,11295,"город Москва, Профсоюзная улица, дом 126, корпус 3","Россия, Москва, Юго-Западный административный округ, район Тёплый Стан, 1-4-й микрорайон"
914,11296,"город Москва, Профсоюзная улица, дом 126, корпус 3","Россия, Москва, Юго-Западный административный округ, район Тёплый Стан, 1-4-й микрорайон"
915,11297,"город Москва, Профсоюзная улица, дом 126, корпус 3","Россия, Москва, Юго-Западный административный округ, район Тёплый Стан, 1-4-й микрорайон"
916,11298,"город Москва, Профсоюзная улица, дом 126, корпус 3","Россия, Москва, Юго-Западный административный округ, район Тёплый Стан, 1-4-й микрорайон"
917,11299,"город Москва, Профсоюзная улица, дом 126, корпус 3","Россия, Москва, Юго-Западный административный округ, район Тёплый Стан, 1-4-й микрорайон"
918,11302,"город Москва, Профсоюзная улица, дом 140","Россия, Москва, Юго-Западный административный округ, район Тёплый Стан, 1-4-й микрорайон"
919,11303,"город Москва, Профсоюзная улица, дом 56","Россия, Москва, Юго-Западный административный округ, Обручевский район"
920,11306,"город Москва, Ленинский проспект, дом 117, сооружение 1","Россия, Москва, Юго-Западный административный округ, Обручевский район"
921,11312,"город Москва, Профсоюзная улица, дом 102, строение 1","Россия, Москва, Юго-Западный административный округ, район Коньково, 44-47-й квартал района Коньково"
922,11313,"город Москва, Профсоюзная улица, дом 102, строение 1","Россия, Москва, Юго-Западный административный округ, район Коньково, 44-47-й квартал района Коньково"
923,11351,"город Москва, проспект Вернадского, дом 37, корпус 1","Россия, Москва, Западный административный округ, район Проспект Вернадского"
924,11355,"город Москва, Кутузовский проспект, дом 12, строение 1","Россия, Москва, Западный административный округ, район Дорогомилово"
925,11389,"город Москва, Ленинградский проспект, дом 15, строение 1","Россия, Москва, Северный административный округ, район Беговой"
926,11408,"город Москва, Ленинградский проспект, дом 37, строение 12","Россия, Москва, Северный административный округ, Хорошёвский район"
927,11409,"город Москва, Ленинградский проспект, дом 39, строение 57","Россия, Москва, Северный административный округ, Хорошёвский район"
928,11411,"город Москва, Ходынский бульвар, дом 20А, строение 1","Россия, Москва, Северный административный округ, Хорошёвский район, жилой комплекс Лайнер Запад"
929,11420,"город Москва, Ленинградский проспект, дом 37А, корпус 14","Россия, Москва, Северный административный округ, Хорошёвский район"
930,11421,"город Москва, Ленинградский проспект, дом 75Г, строение 1","Россия, Москва, Северный административный округ, район Сокол"
931,11422,"город Москва, Ленинградский проспект, дом 39, строение 80","Россия, Москва, Северный административный округ, Хорошёвский район"
932,11444,"город Москва, Каширское шоссе, дом 78, корпус 6","Россия, Москва, Южный административный округ, район Москворечье-Сабурово"
933,11473,"город Москва, Каширское шоссе, дом 41","Россия, Москва, Южный административный округ, район Москворечье-Сабурово"
934,11474,"город Москва, Варшавское шоссе, дом 138","Россия, Москва, Южный административный округ, район Чертаново Центральное"
935,11475,"город Москва, Варшавское шоссе, дом 125, строение 15","Россия, Москва, Южный административный округ, район Чертаново Северное"
936,11478,"город Москва, Варшавское шоссе, дом 91","Россия, Москва, Южный административный округ, Нагорный район"
937,11479,"город Москва, Варшавское шоссе, дом 91, строение 17","Россия, Москва, Южный административный округ, Нагорный район"
938,11496,"город Москва, Каширское шоссе, владение 25Б","Россия, Москва, Южный административный округ, район Нагатино-Садовники"
939,11497,"город Москва, Каширское шоссе, владение 25Б","Россия, Москва, Южный административный округ, район Нагатино-Садовники"
940,11498,"город Москва, Каширское шоссе, владение 25Б","Россия, Москва, Южный административный округ, район Нагатино-Садовники"
941,11500,"город Москва, Каширское шоссе, дом 39, корпус 1","Россия, Москва, Южный административный округ, район Москворечье-Сабурово"
942,11501,"город Москва, Каширское шоссе, дом 76, корпус 7","Россия, Москва, Южный административный округ, район Москворечье-Сабурово"
943,11515,"город Москва, Ленинский проспект, дом 15А","Россия, Москва, Южный административный округ, Донской район"
944,11527,"город Москва, Варшавское шоссе, дом 132, строение 10","Россия, Москва, Южный административный округ, район Чертаново Центральное"
945,11534,"город Москва, Варшавское шоссе, дом 133","Россия, Москва, Южный административный округ, район Чертаново Южное"
946,11535,"город Москва, Варшавское шоссе, дом 133","Россия, Москва, Южный административный округ, район Чертаново Южное"
947,11539,"город Москва, Варшавское шоссе, дом 143, корпус 5А","Россия, Москва, Южный административный округ, район Чертаново Южное"
948,11540,"город Москва, Варшавское шоссе, дом 143, корпус 5А","Россия, Москва, Южный административный округ, район Чертаново Южное"
949,11575,"город Москва, Каширское шоссе, дом 26","Россия, Москва, Южный административный округ, район Москворечье-Сабурово"
950,11609,"город Москва, Варшавское шоссе, дом 170А","Россия, Москва, Южный административный округ, район Чертаново Южное"
951,11611,"город Москва, Варшавское шоссе, дом 9, строение 1Б","Россия, Москва, Южный административный округ, Донской район"
952,11685,"город Москва, Пресненская набережная, дом 12","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
953,11686,"город Москва, Пресненская набережная, дом 12","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
954,11687,"город Москва, Пресненская набережная, дом 12","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
955,11688,"город Москва, Пресненская набережная, дом 12","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
956,11689,"город Москва, Пресненская набережная, дом 12","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
957,11693,"город Москва, Пресненская набережная, дом 8, строение 1","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
958,11694,"город Москва, Пресненская набережная, дом 10","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
959,11695,"город Москва, Пресненская набережная, дом 10","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
960,11701,"город Москва, Пресненская набережная, дом 6, строение 2","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
961,11702,"город Москва, Пресненская набережная, дом 6, строение 2","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
962,11703,"город Москва, Пресненская набережная, дом 6, строение 2","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
963,11704,"город Москва, Пресненская набережная, дом 6, строение 2","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
964,11705,"город Москва, Пресненская набережная, дом 6, строение 2","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
965,11706,"город Москва, Пресненская набережная, дом 6, строение 2","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
966,11707,"город Москва, Пресненская набережная, дом 6, строение 2","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
967,11708,"город Москва, Пресненская набережная, дом 6, строение 2","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
968,11711,"город Москва, проспект Мира, дом 64","Россия, Москва, Центральный административный округ, Мещанский район"
969,11714,"город Москва, Пресненская набережная, дом 10, строение 2","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
970,11715,"город Москва, Пресненская набережная, дом 10, строение 2","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
971,11716,"город Москва, Пресненская набережная, дом 10, строение 2","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
972,11717,"город Москва, Пресненская набережная, дом 10, строение 2","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
973,11718,"город Москва, Пресненская набережная, дом 10, строение 2","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
